DVD	age	rcu	pi	flu	allcause	pop	AH1P	AH3	B	RSV
201632	5	48	2	0	144	42803771	5.58731916032192e-06	2.60741560815023e-05	4.31747389661239e-05	5.71430897992031e-05
201633	1	195	28	1	346	19029329	1.2907867129026e-06	3.74328146741753e-05	3.01183566343939e-05	5.29430815165129e-05
201633	2	409	39	0	648	49345877	1.2907867129026e-06	3.74328146741753e-05	3.01183566343939e-05	5.29430815165129e-05
201633	3	469	58	1	805	123821083	1.2907867129026e-06	3.74328146741753e-05	3.01183566343939e-05	5.29430815165129e-05
201633	4	1235	128	1	2037	54757346	1.2907867129026e-06	3.74328146741753e-05	3.01183566343939e-05	5.29430815165129e-05
201633	5	750	105	2	1355	42838826	1.2907867129026e-06	3.74328146741753e-05	3.01183566343939e-05	5.29430815165129e-05
201634	1	660	67	0	1121	19036833	1.53523374592019e-05	8.59730897715308e-05	4.02085028693384e-05	6.36805808298956e-05
201634	2	206	13	0	343	49354696	1.53523374592019e-05	8.59730897715308e-05	4.02085028693384e-05	6.36805808298956e-05
201634	3	124	13	1	245	123871372	1.53523374592019e-05	8.59730897715308e-05	4.02085028693384e-05	6.36805808298956e-05
201634	4	635	66	0	1059	54759181	1.53523374592019e-05	8.59730897715308e-05	4.02085028693384e-05	6.36805808298956e-05
201634	5	170	16	1	340	42873881	1.53523374592019e-05	8.59730897715308e-05	4.02085028693384e-05	6.36805808298956e-05
201635	1	1219	157	1	1715	19044337	2.03736137512334e-05	9.60470362558147e-05	6.11954698754997e-05	9.04098510903439e-05
201635	2	2365	282	1	2950	49363516	2.03736137512334e-05	9.60470362558147e-05	6.11954698754997e-05	9.04098510903439e-05
201635	3	2533	317	0	3602	123921661	2.03736137512334e-05	9.60470362558147e-05	6.11954698754997e-05	9.04098510903439e-05
201635	4	5083	579	0	7299	54761016	2.03736137512334e-05	9.60470362558147e-05	6.11954698754997e-05	9.04098510903439e-05
201635	5	4626	593	4	6407	42908936	2.03736137512334e-05	9.60470362558147e-05	6.11954698754997e-05	9.04098510903439e-05
201636	1	2657	306	0	3695	19051841	5.0695104398927e-06	7.60426565983905e-05	7.96891465639274e-05	0.000104635205559877
201636	2	1236	155	0	1781	49372335	5.0695104398927e-06	7.60426565983905e-05	7.96891465639274e-05	0.000104635205559877
201636	3	747	87	1	1074	123971950	5.0695104398927e-06	7.60426565983905e-05	7.96891465639274e-05	0.000104635205559877
201636	4	3427	457	1	4418	54762851	5.0695104398927e-06	7.60426565983905e-05	7.96891465639274e-05	0.000104635205559877
201636	5	1003	119	0	1426	42943991	5.0695104398927e-06	7.60426565983905e-05	7.96891465639274e-05	0.000104635205559877
201637	1	6	1	0	25	19059345	1.2336342266267e-05	8.48123530805855e-05	7.61435720286141e-05	0.000120763835581993
201637	2	5	1	0	38	49381155	1.2336342266267e-05	8.48123530805855e-05	7.61435720286141e-05	0.000120763835581993
201637	3	6	0	0	55	124022239	1.2336342266267e-05	8.48123530805855e-05	7.61435720286141e-05	0.000120763835581993
201637	4	19	2	0	130	54764687	1.2336342266267e-05	8.48123530805855e-05	7.61435720286141e-05	0.000120763835581993
201637	5	11	6	0	79	42979046	1.2336342266267e-05	8.48123530805855e-05	7.61435720286141e-05	0.000120763835581993
201638	1	15	2	0	85	19066849	9.07513173309178e-06	0.000116464190574678	8.67127277795935e-05	0.000176036865513069
201638	2	2	0	0	26	49389975	9.07513173309178e-06	0.000116464190574678	8.67127277795935e-05	0.000176036865513069
201638	3	3	0	0	23	124072528	9.07513173309178e-06	0.000116464190574678	8.67127277795935e-05	0.000176036865513069
201638	4	14	3	0	79	54766522	9.07513173309178e-06	0.000116464190574678	8.67127277795935e-05	0.000176036865513069
201638	5	0	0	0	16	43014102	9.07513173309178e-06	0.000116464190574678	8.67127277795935e-05	0.000176036865513069
201639	1	2	2	0	6	19074353	8.40784053572016e-06	0.000122754471821514	0.000102702565336325	0.000226908575168298
201639	2	4	1	0	17	49398794	8.40784053572016e-06	0.000122754471821514	0.000102702565336325	0.000226908575168298
201639	3	3	0	0	17	124122817	8.40784053572016e-06	0.000122754471821514	0.000102702565336325	0.000226908575168298
201639	4	11	1	0	41	54768357	8.40784053572016e-06	0.000122754471821514	0.000102702565336325	0.000226908575168298
201639	5	4	2	1	24	43049157	8.40784053572016e-06	0.000122754471821514	0.000102702565336325	0.000226908575168298
201640	1	10	4	0	32	19081857	1.09439963233299e-05	0.000104575964867374	9.18702053563867e-05	0.000270930927465249
201640	2	2	1	0	13	49407614	1.09439963233299e-05	0.000104575964867374	9.18702053563867e-05	0.000270930927465249
201640	3	4	1	0	12	124173106	1.09439963233299e-05	0.000104575964867374	9.18702053563867e-05	0.000270930927465249
201640	4	8	1	0	18	54770192	1.09439963233299e-05	0.000104575964867374	9.18702053563867e-05	0.000270930927465249
201640	5	2	0	0	7	43084212	1.09439963233299e-05	0.000104575964867374	9.18702053563867e-05	0.000270930927465249
201641	1	45	2	0	119	19089362	1.18619949324908e-05	8.73474172301596e-05	8.07722647695915e-05	0.00032863325697599
201641	2	125	14	0	306	49416433	1.18619949324908e-05	8.73474172301596e-05	8.07722647695915e-05	0.00032863325697599
201641	3	124	13	0	391	124223395	1.18619949324908e-05	8.73474172301596e-05	8.07722647695915e-05	0.00032863325697599
201641	4	393	42	0	976	54772027	1.18619949324908e-05	8.73474172301596e-05	8.07722647695915e-05	0.00032863325697599
201641	5	241	34	0	612	43119267	1.18619949324908e-05	8.73474172301596e-05	8.07722647695915e-05	0.00032863325697599
201642	1	229	19	0	588	19096866	8.67903859936159e-06	9.69159310262044e-05	9.00153839431055e-05	0.000412042805197634
201642	2	65	5	0	199	49425253	8.67903859936159e-06	9.69159310262044e-05	9.00153839431055e-05	0.000412042805197634
201642	3	49	7	0	146	124273684	8.67903859936159e-06	9.69159310262044e-05	9.00153839431055e-05	0.000412042805197634
201642	4	245	23	0	544	54773862	8.67903859936159e-06	9.69159310262044e-05	9.00153839431055e-05	0.000412042805197634
201642	5	48	6	0	128	43154322	8.67903859936159e-06	9.69159310262044e-05	9.00153839431055e-05	0.000412042805197634
201643	1	178	16	0	322	19104370	1.21804517125911e-05	0.000121804517125911	9.29691620512052e-05	0.000526790395662861
201643	2	371	36	1	617	49434072	1.21804517125911e-05	0.000121804517125911	9.29691620512052e-05	0.000526790395662861
201643	3	491	38	0	865	124323973	1.21804517125911e-05	0.000121804517125911	9.29691620512052e-05	0.000526790395662861
201643	4	1162	92	0	2004	54775697	1.21804517125911e-05	0.000121804517125911	9.29691620512052e-05	0.000526790395662861
201643	5	828	85	0	1398	43189377	1.21804517125911e-05	0.000121804517125911	9.29691620512052e-05	0.000526790395662861
201644	1	658	61	0	1135	19111874	1.70410525567378e-05	0.000173250700993501	0.000115468297057183	0.000821620860646736
201644	2	227	19	0	385	49442892	1.70410525567378e-05	0.000173250700993501	0.000115468297057183	0.000821620860646736
201644	3	135	14	0	242	124374262	1.70410525567378e-05	0.000173250700993501	0.000115468297057183	0.000821620860646736
201644	4	666	64	0	1042	54777533	1.70410525567378e-05	0.000173250700993501	0.000115468297057183	0.000821620860646736
201644	5	161	15	0	277	43224432	1.70410525567378e-05	0.000173250700993501	0.000115468297057183	0.000821620860646736
201645	1	1307	195	0	1795	19119378	7.90587297765205e-06	0.000245082062307214	0.000117458684239402	0.000943861047712384
201645	2	2448	266	0	3085	49451711	7.90587297765205e-06	0.000245082062307214	0.000117458684239402	0.000943861047712384
201645	3	2654	313	0	3752	124424551	7.90587297765205e-06	0.000245082062307214	0.000117458684239402	0.000943861047712384
201645	4	5017	565	0	7191	54779368	7.90587297765205e-06	0.000245082062307214	0.000117458684239402	0.000943861047712384
201645	5	4457	577	1	6291	43259488	7.90587297765205e-06	0.000245082062307214	0.000117458684239402	0.000943861047712384
201646	1	2737	341	0	3854	19126882	1.43286290964141e-05	0.000300901211024696	0.000135999159595107	0.00128863472616785
201646	2	1249	177	0	1800	49460531	1.43286290964141e-05	0.000300901211024696	0.000135999159595107	0.00128863472616785
201646	3	681	82	0	1065	124474840	1.43286290964141e-05	0.000300901211024696	0.000135999159595107	0.00128863472616785
201646	4	3377	450	0	4318	54781203	1.43286290964141e-05	0.000300901211024696	0.000135999159595107	0.00128863472616785
201646	5	1026	145	0	1442	43294543	1.43286290964141e-05	0.000300901211024696	0.000135999159595107	0.00128863472616785
201647	1	5	2	1	13	19134386	1.47290544318565e-05	0.000483112985364894	0.000209504025424229	0.00177089265854892
201647	2	11	0	0	45	49469350	1.47290544318565e-05	0.000483112985364894	0.000209504025424229	0.00177089265854892
201647	3	3	0	0	53	124525129	1.47290544318565e-05	0.000483112985364894	0.000209504025424229	0.00177089265854892
201647	4	24	4	0	134	54783038	1.47290544318565e-05	0.000483112985364894	0.000209504025424229	0.00177089265854892
201647	5	12	0	0	91	43329598	1.47290544318565e-05	0.000483112985364894	0.000209504025424229	0.00177089265854892
201648	1	6	1	0	79	19141890	1.7825597054956e-05	0.000436041527959693	0.000165670129282914	0.00196317881798029
201648	2	4	1	0	18	49478170	1.7825597054956e-05	0.000436041527959693	0.000165670129282914	0.00196317881798029
201648	3	2	1	0	21	124575418	1.7825597054956e-05	0.000436041527959693	0.000165670129282914	0.00196317881798029
201648	4	23	2	0	80	54784873	1.7825597054956e-05	0.000436041527959693	0.000165670129282914	0.00196317881798029
201648	5	3	2	0	15	43364653	1.7825597054956e-05	0.000436041527959693	0.000165670129282914	0.00196317881798029
201649	1	1	0	0	5	19149394	1.89369648476628e-05	0.00064791472585932	0.000194256796858121	0.00230449413349268
201649	2	2	0	0	7	49486990	1.89369648476628e-05	0.00064791472585932	0.000194256796858121	0.00230449413349268
201649	3	11	2	0	26	124625707	1.89369648476628e-05	0.00064791472585932	0.000194256796858121	0.00230449413349268
201649	4	8	3	0	45	54786708	1.89369648476628e-05	0.00064791472585932	0.000194256796858121	0.00230449413349268
201649	5	11	0	0	37	43399708	1.89369648476628e-05	0.00064791472585932	0.000194256796858121	0.00230449413349268
201650	1	6	0	0	27	19156899	3.07300021406154e-05	0.00128041675585897	0.000216154346221191	0.0029878369669767
201650	2	4	1	0	14	49495809	3.07300021406154e-05	0.00128041675585897	0.000216154346221191	0.0029878369669767
201650	3	2	0	0	10	124675996	3.07300021406154e-05	0.00128041675585897	0.000216154346221191	0.0029878369669767
201650	4	9	0	0	31	54788543	3.07300021406154e-05	0.00128041675585897	0.000216154346221191	0.0029878369669767
201650	5	0	0	0	7	43434763	3.07300021406154e-05	0.00128041675585897	0.000216154346221191	0.0029878369669767
201651	1	73	5	0	157	19164403	7.39592761046218e-05	0.00259112498352744	0.000401971867708354	0.00462123042041424
201651	2	120	10	0	306	49504629	7.39592761046218e-05	0.00259112498352744	0.000401971867708354	0.00462123042041424
201651	3	123	11	0	399	124726285	7.39592761046218e-05	0.00259112498352744	0.000401971867708354	0.00462123042041424
201651	4	351	34	0	948	54790379	7.39592761046218e-05	0.00259112498352744	0.000401971867708354	0.00462123042041424
201651	5	234	20	0	671	43469818	7.39592761046218e-05	0.00259112498352744	0.000401971867708354	0.00462123042041424
201652	1	196	18	0	547	19171907	8.03488848026008e-05	0.00420827284153622	0.000463749770010844	0.00583642768232917
201652	2	74	6	0	213	49513448	8.03488848026008e-05	0.00420827284153622	0.000463749770010844	0.00583642768232917
201652	3	57	10	0	134	124776574	8.03488848026008e-05	0.00420827284153622	0.000463749770010844	0.00583642768232917
201652	4	231	19	0	528	54792214	8.03488848026008e-05	0.00420827284153622	0.000463749770010844	0.00583642768232917
201652	5	55	8	0	157	43504873	8.03488848026008e-05	0.00420827284153622	0.000463749770010844	0.00583642768232917
201040	1	161	16	0	290	18907591	3.3128558269283e-05	7.57224189012183e-05	6.75626754851388e-05	9.40837257199801e-05
201040	2	413	32	0	655	47697575	3.3128558269283e-05	7.57224189012183e-05	6.75626754851388e-05	9.40837257199801e-05
201040	3	447	40	1	826	116802344	3.3128558269283e-05	7.57224189012183e-05	6.75626754851388e-05	9.40837257199801e-05
201040	4	1174	108	0	1945	53137805	3.3128558269283e-05	7.57224189012183e-05	6.75626754851388e-05	9.40837257199801e-05
201040	5	748	74	1	1342	32491270	3.3128558269283e-05	7.57224189012183e-05	6.75626754851388e-05	9.40837257199801e-05
201041	1	631	62	0	1066	18904716	4.49262320521146e-05	0.000123547138143315	8.4236685097715e-05	0.000156315498119471
201041	2	191	16	0	365	47700603	4.49262320521146e-05	0.000123547138143315	8.4236685097715e-05	0.000156315498119471
201041	3	113	12	0	230	116814138	4.49262320521146e-05	0.000123547138143315	8.4236685097715e-05	0.000156315498119471
201041	4	657	72	0	1034	53142812	4.49262320521146e-05	0.000123547138143315	8.4236685097715e-05	0.000156315498119471
201041	5	161	20	0	312	32527133	4.49262320521146e-05	0.000123547138143315	8.4236685097715e-05	0.000156315498119471
201042	1	1336	172	0	1796	18901840	3.34796477059042e-05	0.000157832624899262	9.38513035421572e-05	0.000124307856374348
201042	2	2314	265	0	2924	47703631	3.34796477059042e-05	0.000157832624899262	9.38513035421572e-05	0.000124307856374348
201042	3	2477	299	0	3538	116825932	3.34796477059042e-05	0.000157832624899262	9.38513035421572e-05	0.000124307856374348
201042	4	4999	565	2	7245	53147819	3.34796477059042e-05	0.000157832624899262	9.38513035421572e-05	0.000124307856374348
201042	5	4324	529	0	6059	32562995	3.34796477059042e-05	0.000157832624899262	9.38513035421572e-05	0.000124307856374348
201043	1	2544	299	0	3560	18898965	3.15362228171192e-05	0.000154527491803884	0.000128813340891464	0.000205579129179485
201043	2	1276	164	0	1778	47706659	3.15362228171192e-05	0.000154527491803884	0.000128813340891464	0.000205579129179485
201043	3	776	102	0	1122	116837726	3.15362228171192e-05	0.000154527491803884	0.000128813340891464	0.000205579129179485
201043	4	3433	447	0	4409	53152825	3.15362228171192e-05	0.000154527491803884	0.000128813340891464	0.000205579129179485
201043	5	1030	140	2	1460	32598858	3.15362228171192e-05	0.000154527491803884	0.000128813340891464	0.000205579129179485
201044	1	6	0	0	21	18896089	5.48752645845505e-05	0.000263401270005842	0.000283764621201073	0.000231701287973647
201044	2	11	2	1	38	47709687	5.48752645845505e-05	0.000263401270005842	0.000283764621201073	0.000231701287973647
201044	3	11	1	0	53	116849520	5.48752645845505e-05	0.000263401270005842	0.000283764621201073	0.000231701287973647
201044	4	18	2	0	125	53157832	5.48752645845505e-05	0.000263401270005842	0.000283764621201073	0.000231701287973647
201044	5	12	3	0	91	32634721	5.48752645845505e-05	0.000263401270005842	0.000283764621201073	0.000231701287973647
201045	1	7	2	0	67	18893213	5.56290978291849e-05	0.000323660205551621	0.000430086977940735	0.000321976371523864
201045	2	3	0	0	24	47712715	5.56290978291849e-05	0.000323660205551621	0.000430086977940735	0.000321976371523864
201045	3	3	2	0	18	116861315	5.56290978291849e-05	0.000323660205551621	0.000430086977940735	0.000321976371523864
201045	4	14	0	0	81	53162839	5.56290978291849e-05	0.000323660205551621	0.000430086977940735	0.000321976371523864
201045	5	0	0	0	14	32670584	5.56290978291849e-05	0.000323660205551621	0.000430086977940735	0.000321976371523864
201046	1	2	0	0	5	18890338	7.02154315408674e-05	0.0004169041247739	0.000649492741753023	0.000820794823029829
201046	2	4	0	0	12	47715743	7.02154315408674e-05	0.0004169041247739	0.000649492741753023	0.000820794823029829
201046	3	3	1	0	19	116873109	7.02154315408674e-05	0.0004169041247739	0.000649492741753023	0.000820794823029829
201046	4	13	0	0	58	53167845	7.02154315408674e-05	0.0004169041247739	0.000649492741753023	0.000820794823029829
201046	5	1	0	0	20	32706447	7.02154315408674e-05	0.0004169041247739	0.000649492741753023	0.000820794823029829
201047	1	6	0	0	34	18887462	5.82104234824023e-05	0.000715988208833548	0.000893622889428517	0.00111767994042226
201047	2	1	0	0	19	47718771	5.82104234824023e-05	0.000715988208833548	0.000893622889428517	0.00111767994042226
201047	3	2	1	0	9	116884903	5.82104234824023e-05	0.000715988208833548	0.000893622889428517	0.00111767994042226
201047	4	6	1	0	26	53172852	5.82104234824023e-05	0.000715988208833548	0.000893622889428517	0.00111767994042226
201047	5	1	0	0	10	32742310	5.82104234824023e-05	0.000715988208833548	0.000893622889428517	0.00111767994042226
201048	1	52	2	0	145	18884587	0.000118223749620245	0.000507218022564276	0.000625441772184521	0.00106310676096994
201048	2	127	11	0	283	47721799	0.000118223749620245	0.000507218022564276	0.000625441772184521	0.00106310676096994
201048	3	144	13	0	433	116896697	0.000118223749620245	0.000507218022564276	0.000625441772184521	0.00106310676096994
201048	4	354	31	0	948	53177859	0.000118223749620245	0.000507218022564276	0.000625441772184521	0.00106310676096994
201048	5	216	22	0	583	32778173	0.000118223749620245	0.000507218022564276	0.000625441772184521	0.00106310676096994
201049	1	222	22	0	625	18881711	9.17388148951352e-05	0.000739007119988589	0.000778573484866872	0.00134822320694026
201049	2	62	7	0	218	47724827	9.17388148951352e-05	0.000739007119988589	0.000778573484866872	0.00134822320694026
201049	3	28	1	0	112	116908491	9.17388148951352e-05	0.000739007119988589	0.000778573484866872	0.00134822320694026
201049	4	253	23	0	554	53182866	9.17388148951352e-05	0.000739007119988589	0.000778573484866872	0.00134822320694026
201049	5	53	5	0	153	32814036	9.17388148951352e-05	0.000739007119988589	0.000778573484866872	0.00134822320694026
201050	1	185	15	0	331	18878836	0.000252587454608243	0.00141653775219488	0.0015173865516392	0.00208394415853537
201050	2	412	35	0	648	47727855	0.000252587454608243	0.00141653775219488	0.0015173865516392	0.00208394415853537
201050	3	457	41	0	829	116920285	0.000252587454608243	0.00141653775219488	0.0015173865516392	0.00208394415853537
201050	4	1070	107	0	1843	53187872	0.000252587454608243	0.00141653775219488	0.0015173865516392	0.00208394415853537
201050	5	806	81	1	1428	32849899	0.000252587454608243	0.00141653775219488	0.0015173865516392	0.00208394415853537
201051	1	604	49	0	1070	18875960	0.000397072195985644	0.00281519725468473	0.00250526277731709	0.00394317050673376
201051	2	208	19	0	379	47730883	0.000397072195985644	0.00281519725468473	0.00250526277731709	0.00394317050673376
201051	3	124	17	0	245	116932079	0.000397072195985644	0.00281519725468473	0.00250526277731709	0.00394317050673376
201051	4	642	74	0	1000	53192879	0.000397072195985644	0.00281519725468473	0.00250526277731709	0.00394317050673376
201051	5	168	17	0	324	32885762	0.000397072195985644	0.00281519725468473	0.00250526277731709	0.00394317050673376
201052	1	1279	173	0	1798	18873085	0.000647327157362341	0.002836406630378	0.00202154693035073	0.00392717710326716
201052	2	2356	277	0	3005	47733911	0.000647327157362341	0.002836406630378	0.00202154693035073	0.00392717710326716
201052	3	2524	279	1	3626	116943873	0.000647327157362341	0.002836406630378	0.00202154693035073	0.00392717710326716
201052	4	5102	593	0	7359	53197886	0.000647327157362341	0.002836406630378	0.00202154693035073	0.00392717710326716
201052	5	4252	534	2	5992	32921625	0.000647327157362341	0.002836406630378	0.00202154693035073	0.00392717710326716
201101	1	2575	324	0	3683	18870209	0.000748193777813353	0.00208978262078902	0.00110948302591368	0.00332157803986768
201101	2	1187	155	0	1733	47736939	0.000748193777813353	0.00208978262078902	0.00110948302591368	0.00332157803986768
201101	3	724	96	0	1082	116955667	0.000748193777813353	0.00208978262078902	0.00110948302591368	0.00332157803986768
201101	4	3274	411	0	4230	53202892	0.000748193777813353	0.00208978262078902	0.00110948302591368	0.00332157803986768
201101	5	950	109	0	1346	32957487	0.000748193777813353	0.00208978262078902	0.00110948302591368	0.00332157803986768
201102	1	2	0	0	19	18867333	0.00127406301069493	0.00235937594573136	0.00104698881348463	0.0040845067956103
201102	2	6	0	0	33	47739967	0.00127406301069493	0.00235937594573136	0.00104698881348463	0.0040845067956103
201102	3	5	0	0	48	116967461	0.00127406301069493	0.00235937594573136	0.00104698881348463	0.0040845067956103
201102	4	24	2	0	138	53207899	0.00127406301069493	0.00235937594573136	0.00104698881348463	0.0040845067956103
201102	5	18	3	0	102	32993350	0.00127406301069493	0.00235937594573136	0.00104698881348463	0.0040845067956103
201103	1	17	1	0	93	18864458	0.00191475891274826	0.00286838393988171	0.00157058422026656	0.00485062986033026
201103	2	0	0	0	31	47742995	0.00191475891274826	0.00286838393988171	0.00157058422026656	0.00485062986033026
201103	3	3	1	0	19	116979256	0.00191475891274826	0.00286838393988171	0.00157058422026656	0.00485062986033026
201103	4	9	1	1	60	53212906	0.00191475891274826	0.00286838393988171	0.00157058422026656	0.00485062986033026
201103	5	2	0	0	19	33029213	0.00191475891274826	0.00286838393988171	0.00157058422026656	0.00485062986033026
201104	1	3	1	0	6	18861582	0.00262708399944886	0.00317594739081445	0.001950451125872	0.005475560772129
201104	2	5	0	0	18	47746023	0.00262708399944886	0.00317594739081445	0.001950451125872	0.005475560772129
201104	3	2	0	0	19	116991050	0.00262708399944886	0.00317594739081445	0.001950451125872	0.005475560772129
201104	4	7	0	0	47	53217912	0.00262708399944886	0.00317594739081445	0.001950451125872	0.005475560772129
201104	5	5	3	0	32	33065076	0.00262708399944886	0.00317594739081445	0.001950451125872	0.005475560772129
201105	1	8	0	0	38	18858707	0.00333608625846916	0.00354250469848363	0.00255338269867518	0.00599633515165153
201105	2	4	0	0	7	47749051	0.00333608625846916	0.00354250469848363	0.00255338269867518	0.00599633515165153
201105	3	4	2	0	6	117002844	0.00333608625846916	0.00354250469848363	0.00255338269867518	0.00599633515165153
201105	4	12	1	0	28	53222919	0.00333608625846916	0.00354250469848363	0.00255338269867518	0.00599633515165153
201105	5	0	0	0	4	33100939	0.00333608625846916	0.00354250469848363	0.00255338269867518	0.00599633515165153
201106	1	50	3	0	154	18855831	0.00313919520530023	0.0033158957269706	0.00248085939904829	0.00691880345557558
201106	2	120	17	0	295	47752079	0.00313919520530023	0.0033158957269706	0.00248085939904829	0.00691880345557558
201106	3	154	5	0	472	117014638	0.00313919520530023	0.0033158957269706	0.00248085939904829	0.00691880345557558
201106	4	365	31	0	921	53227926	0.00313919520530023	0.0033158957269706	0.00248085939904829	0.00691880345557558
201106	5	271	28	0	706	33136802	0.00313919520530023	0.0033158957269706	0.00248085939904829	0.00691880345557558
201107	1	175	15	0	569	18852956	0.00341896879354325	0.00345140169909465	0.00276081590837564	0.00612039940789765
201107	2	58	3	0	179	47755107	0.00341896879354325	0.00345140169909465	0.00276081590837564	0.00612039940789765
201107	3	37	6	0	125	117026432	0.00341896879354325	0.00345140169909465	0.00276081590837564	0.00612039940789765
201107	4	209	12	0	514	53232933	0.00341896879354325	0.00345140169909465	0.00276081590837564	0.00612039940789765
201107	5	48	3	0	137	33172665	0.00341896879354325	0.00345140169909465	0.00276081590837564	0.00612039940789765
201108	1	208	21	0	355	18850080	0.00239996640429689	0.00245816151594327	0.00239416361586548	0.00585469069075527
201108	2	434	30	0	655	47758135	0.00239996640429689	0.00245816151594327	0.00239416361586548	0.00585469069075527
201108	3	488	48	0	880	117038226	0.00239996640429689	0.00245816151594327	0.00239416361586548	0.00585469069075527
201108	4	1127	89	0	1871	53237939	0.00239996640429689	0.00245816151594327	0.00239416361586548	0.00585469069075527
201108	5	758	70	1	1391	33208528	0.00239996640429689	0.00245816151594327	0.00239416361586548	0.00585469069075527
201109	1	597	57	0	1031	18847204	0.00157506669586886	0.00166414989046073	0.00150496004908234	0.0049880003899853
201109	2	216	14	0	383	47761163	0.00157506669586886	0.00166414989046073	0.00150496004908234	0.0049880003899853
201109	3	129	9	0	227	117050020	0.00157506669586886	0.00166414989046073	0.00150496004908234	0.0049880003899853
201109	4	657	75	0	1004	53242946	0.00157506669586886	0.00166414989046073	0.00150496004908234	0.0049880003899853
201109	5	167	17	0	328	33244391	0.00157506669586886	0.00166414989046073	0.00150496004908234	0.0049880003899853
201110	1	1216	172	0	1673	18844329	0.000944157681361762	0.00117906047528002	0.00102252185157859	0.00375881398473119
201110	2	2304	293	0	2951	47764191	0.000944157681361762	0.00117906047528002	0.00102252185157859	0.00375881398473119
201110	3	2580	312	1	3617	117061814	0.000944157681361762	0.00117906047528002	0.00102252185157859	0.00375881398473119
201110	4	5042	532	0	7232	53247953	0.000944157681361762	0.00117906047528002	0.00102252185157859	0.00375881398473119
201110	5	4229	539	1	5982	33280254	0.000944157681361762	0.00117906047528002	0.00102252185157859	0.00375881398473119
201111	1	2614	317	1	3720	18841453	0.00063063857006089	0.000898133079212682	0.00080397552870164	0.00302999160300065
201111	2	1200	165	0	1688	47767219	0.00063063857006089	0.000898133079212682	0.00080397552870164	0.00302999160300065
201111	3	719	89	0	1043	117073608	0.00063063857006089	0.000898133079212682	0.00080397552870164	0.00302999160300065
201111	4	3291	404	0	4243	53252959	0.00063063857006089	0.000898133079212682	0.00080397552870164	0.00302999160300065
201111	5	923	115	1	1304	33316116	0.00063063857006089	0.000898133079212682	0.00080397552870164	0.00302999160300065
201112	1	4	0	0	22	18838578	0.000373010520481524	0.000661009340946328	0.000519882208106781	0.00217102146723755
201112	2	5	0	0	26	47770247	0.000373010520481524	0.000661009340946328	0.000519882208106781	0.00217102146723755
201112	3	8	3	0	57	117085403	0.000373010520481524	0.000661009340946328	0.000519882208106781	0.00217102146723755
201112	4	21	2	0	125	53257966	0.000373010520481524	0.000661009340946328	0.000519882208106781	0.00217102146723755
201112	5	17	1	0	112	33351979	0.000373010520481524	0.000661009340946328	0.000519882208106781	0.00217102146723755
201113	1	15	3	0	84	18835702	0.00023813669781206	0.000401657230309674	0.000456995662944096	0.00171978202484616
201113	2	2	0	0	25	47773276	0.00023813669781206	0.000401657230309674	0.000456995662944096	0.00171978202484616
201113	3	3	0	0	19	117097197	0.00023813669781206	0.000401657230309674	0.000456995662944096	0.00171978202484616
201113	4	21	5	0	72	53262973	0.00023813669781206	0.000401657230309674	0.000456995662944096	0.00171978202484616
201113	5	5	1	0	25	33387842	0.00023813669781206	0.000401657230309674	0.000456995662944096	0.00171978202484616
201114	1	3	0	0	8	18832827	8.82680478657581e-05	0.000247399176412477	0.000314688022760845	0.00134467125982505
201114	2	5	1	0	18	47776304	8.82680478657581e-05	0.000247399176412477	0.000314688022760845	0.00134467125982505
201114	3	3	1	0	22	117108991	8.82680478657581e-05	0.000247399176412477	0.000314688022760845	0.00134467125982505
201114	4	16	3	0	58	53267980	8.82680478657581e-05	0.000247399176412477	0.000314688022760845	0.00134467125982505
201114	5	4	0	0	31	33423705	8.82680478657581e-05	0.000247399176412477	0.000314688022760845	0.00134467125982505
201115	1	4	0	0	23	18829951	4.44376171406859e-05	0.000177750468562744	0.00017890469238458	0.000765675317007498
201115	2	3	0	0	16	47779332	4.44376171406859e-05	0.000177750468562744	0.00017890469238458	0.000765675317007498
201115	3	2	0	0	11	117120785	4.44376171406859e-05	0.000177750468562744	0.00017890469238458	0.000765675317007498
201115	4	6	1	0	24	53272986	4.44376171406859e-05	0.000177750468562744	0.00017890469238458	0.000765675317007498
201115	5	2	0	0	6	33459568	4.44376171406859e-05	0.000177750468562744	0.00017890469238458	0.000765675317007498
201116	1	55	7	0	156	18827076	3.37335560510884e-05	8.83497896576125e-05	0.000131981995360758	0.000769973239414403
201116	2	131	15	0	289	47782360	3.37335560510884e-05	8.83497896576125e-05	0.000131981995360758	0.000769973239414403
201116	3	137	11	0	407	117132579	3.37335560510884e-05	8.83497896576125e-05	0.000131981995360758	0.000769973239414403
201116	4	372	24	0	1002	53277993	3.37335560510884e-05	8.83497896576125e-05	0.000131981995360758	0.000769973239414403
201116	5	233	22	0	661	33495431	3.37335560510884e-05	8.83497896576125e-05	0.000131981995360758	0.000769973239414403
201117	1	188	19	0	580	18824200	3.14175995712449e-05	9.42527987137348e-05	0.000108687912030253	0.000551825973116561
201117	2	76	4	0	216	47785388	3.14175995712449e-05	9.42527987137348e-05	0.000108687912030253	0.000551825973116561
201117	3	44	7	0	123	117144373	3.14175995712449e-05	9.42527987137348e-05	0.000108687912030253	0.000551825973116561
201117	4	220	27	0	499	53283000	3.14175995712449e-05	9.42527987137348e-05	0.000108687912030253	0.000551825973116561
