DVD,HHS,total,Aunkn,H1N1pdm,H3N2,B,Bvic,Byam
201209,6,119,0,29,17,2,0,0
201209,7,284,2,20,183,1,0,0
201209,8,264,0,80,105,1,0,0
201209,9,359,2,112,129,11,0,0
201209,10,174,1,13,28,7,0,0
201210,1,86,0,10,17,6,0,0
201210,2,104,0,28,22,4,0,0
201210,3,335,30,21,116,11,0,0
201210,4,196,2,25,46,6,0,0
201210,5,541,4,29,330,17,0,0
201210,6,144,0,41,43,1,0,0
201210,7,543,3,33,358,6,0,0
201210,8,260,1,99,101,1,0,0
201210,9,307,0,88,113,6,0,0
201210,10,192,0,19,30,8,0,0
201211,1,101,0,10,22,8,0,0
201211,2,111,0,23,34,8,0,0
201211,3,337,26,23,119,21,0,0
201211,4,242,1,34,66,8,0,0
201211,5,564,1,30,377,26,0,0
201211,6,129,0,42,37,6,0,0
201211,7,490,7,42,318,7,0,0
201211,8,317,2,119,129,7,0,0
201211,9,393,1,127,149,17,0,0
201211,10,216,1,38,54,6,0,0
201212,1,105,0,19,39,5,0,0
201212,2,110,3,30,25,10,0,0
201212,3,269,21,17,89,30,0,0
201212,4,213,2,22,59,1,0,0
201212,5,502,1,17,312,33,0,0
201212,6,108,0,31,20,8,0,0
201212,7,246,4,21,121,6,0,0
201212,8,276,0,97,115,4,0,0
201212,9,396,0,88,158,20,0,0
201212,10,241,0,33,82,12,0,0
201213,1,69,0,5,25,5,0,0
201213,2,70,0,16,14,6,0,0
201213,3,199,6,4,52,17,0,0
201213,4,161,1,18,32,3,0,0
201213,5,304,2,8,155,13,0,0
201213,6,81,0,18,18,3,0,0
201213,7,107,3,8,40,2,0,0
201213,8,196,0,74,82,1,0,0
201213,9,347,0,47,157,35,0,0
201213,10,270,0,32,85,25,0,0
201214,1,75,0,8,32,2,0,0
201214,2,86,0,14,19,8,0,0
201214,3,203,7,7,62,19,0,0
201214,4,107,0,20,24,3,0,0
201214,5,273,1,6,121,19,0,0
201214,6,85,1,16,25,3,0,0
201214,7,88,1,3,31,2,0,0
201214,8,175,7,53,62,6,0,0
201214,9,333,2,59,139,35,0,0
201214,10,226,0,27,69,23,0,0
201215,1,133,3,11,54,11,0,0
201215,2,87,2,11,18,14,0,0
201215,3,176,11,5,56,26,0,0
201215,4,115,1,12,19,4,0,0
201215,5,250,1,2,101,22,0,0
201215,6,77,0,10,30,3,0,0
201215,7,75,0,5,16,2,0,0
201215,8,161,0,41,69,7,0,0
201215,9,248,0,22,113,38,0,0
201215,10,225,0,30,55,30,0,0
201216,1,133,0,6,70,13,0,0
201216,2,88,0,11,15,8,0,0
201216,3,238,12,7,73,34,0,0
201216,4,65,0,1,12,3,0,0
201216,5,217,0,6,95,22,0,0
201216,6,48,1,4,10,3,0,0
201216,7,63,0,0,27,1,0,0
201216,8,94,0,20,36,2,0,0
201216,9,282,0,17,130,42,0,0
201216,10,223,0,21,48,41,0,0
201217,1,96,0,3,43,12,0,0
201217,2,59,0,7,13,8,0,0
201217,3,133,6,6,29,22,0,0
201217,4,86,0,6,17,7,0,0
201217,5,150,1,2,57,12,0,0
201217,6,49,0,1,8,2,0,0
201217,7,48,1,0,12,6,0,0
201217,8,83,0,9,43,1,0,0
201217,9,185,0,6,77,25,0,0
201217,10,185,0,17,28,39,0,0
201218,1,82,0,2,38,4,0,0
201218,2,53,0,5,17,15,0,0
201218,3,157,2,4,41,37,0,0
201218,4,82,0,4,18,3,0,0
201218,5,150,1,2,41,28,0,0
201218,6,33,0,2,7,2,0,0
201218,7,42,0,2,12,1,0,0
201218,8,53,1,12,24,1,0,0
201218,9,215,0,7,68,39,0,0
201218,10,146,0,5,17,30,0,0
201219,1,59,0,1,12,7,0,0
201219,2,38,1,2,21,4,0,0
201219,3,139,2,5,43,27,0,0
201219,4,64,0,2,11,12,0,0
201219,5,134,0,3,29,22,0,0
201219,6,25,0,1,2,2,0,0
201219,7,18,0,0,4,0,0,0
201219,8,49,0,5,19,5,0,0
201219,9,188,0,1,60,46,0,0
201219,10,143,0,1,11,39,0,0
201220,1,49,0,3,9,6,0,0
201220,2,25,0,1,10,2,0,0
201220,3,93,4,3,18,15,0,0
201220,4,76,0,1,18,15,0,0
201220,5,93,0,1,13,11,0,0
201220,6,26,0,0,0,0,0,0
201220,7,25,0,0,0,1,0,0
201220,8,40,0,4,12,1,0,0
201220,9,150,0,3,46,43,0,0
201220,10,145,0,3,22,36,0,0
201221,1,28,0,1,5,3,0,0
201221,2,18,0,1,7,4,0,0
201221,3,45,0,0,0,4,0,0
201221,4,80,0,2,13,12,0,0
201221,5,83,0,2,8,12,0,0
201221,6,28,0,0,0,6,0,0
201221,7,6,0,0,0,0,0,0
201221,8,17,0,0,3,4,0,0
201221,9,170,0,0,25,64,0,0
201221,10,119,0,4,7,29,0,0
201222,1,20,0,0,3,3,0,0
201222,2,7,0,0,2,1,0,0
201222,3,30,0,0,4,7,0,0
201222,4,18,0,0,1,4,0,0
201222,5,58,0,1,7,4,0,0
201222,6,14,0,0,0,1,0,0
201222,7,5,0,0,1,0,0,0
201222,8,18,0,1,10,0,0,0
201222,9,183,0,0,30,52,0,0
201222,10,82,0,0,4,15,0,0
201223,1,26,0,0,2,0,0,0
201223,2,10,0,1,3,0,0,0
201223,3,31,2,0,2,5,0,0
201223,4,65,0,0,6,18,0,0
201223,5,41,0,2,4,2,0,0
201223,6,18,0,0,0,3,0,0
201223,7,7,0,0,0,0,0,0
201223,8,16,0,0,1,2,0,0
201223,9,126,2,1,18,35,0,0
201223,10,68,0,0,7,10,0,0
201224,1,24,0,0,0,1,0,0
201224,2,7,0,0,0,0,0,0
201224,3,30,0,0,1,1,0,0
201224,4,44,0,1,2,3,0,0
201224,5,26,0,1,2,2,0,0
201224,6,15,0,0,1,1,0,0
201224,7,1,0,0,0,0,0,0
201224,8,14,0,0,2,6,0,0
201224,9,129,4,0,32,30,0,0
201224,10,70,0,0,8,11,0,0
201225,1,6,0,0,1,0,0,0
201225,2,7,0,0,3,0,0,0
201225,3,24,0,0,0,1,0,0
201225,4,28,0,0,3,4,0,0
201225,5,20,0,0,0,3,0,0
201225,6,14,0,0,0,3,0,0
201225,7,2,0,0,0,0,0,0
201225,8,9,0,0,2,1,0,0
201225,9,103,5,0,14,17,0,0
201225,10,54,0,1,11,3,0,0
201226,1,14,0,0,1,0,0,0
201226,2,2,0,0,0,1,0,0
201226,3,20,0,0,0,1,0,0
201226,4,25,0,0,4,6,0,0
201226,5,30,0,0,1,0,0,0
201226,6,17,0,0,0,1,0,0
201226,8,6,0,0,0,1,0,0
201226,9,91,0,0,7,23,0,0
201226,10,49,0,0,4,2,0,0
201227,1,9,0,0,0,1,0,0
201227,2,9,0,0,0,0,0,0
201227,3,13,0,0,0,1,0,0
201227,4,31,0,1,0,7,0,0
201227,5,12,0,0,3,0,0,0
201227,6,9,0,0,0,0,0,0
201227,7,2,0,0,0,1,0,0
201227,8,4,0,0,1,0,0,0
201227,9,93,0,0,10,13,0,0
201227,10,39,0,0,1,0,0,0
201228,1,5,0,0,0,0,0,0
201228,2,8,0,0,1,0,0,0
201228,3,20,0,1,0,0,0,0
201228,4,36,0,0,6,6,0,0
201228,5,31,0,0,0,0,0,0
201228,6,15,0,0,1,0,0,0
201228,7,2,0,0,0,0,0,0
201228,8,3,0,1,1,0,0,0
201228,9,109,0,1,16,7,0,0
201228,10,51,0,0,7,0,0,0
201229,1,9,0,0,0,0,0,0
201229,2,1,0,0,0,0,0,0
201229,3,17,0,0,2,1,0,0
201229,4,44,0,0,4,2,0,0
201229,5,27,0,0,0,0,0,0
201229,6,11,0,0,1,0,0,0
201229,7,3,0,0,0,1,0,0
201229,8,2,0,0,0,0,0,0
201229,9,104,0,0,11,12,0,0
201229,10,58,0,0,0,10,0,0
201230,1,14,0,0,0,0,0,0
201230,2,5,0,0,2,1,0,0
201230,3,18,1,0,4,0,0,0
201230,4,52,0,0,3,3,0,0
201230,5,35,0,0,1,0,0,0
201230,6,11,0,0,0,0,0,0
201230,7,3,0,0,0,1,0,0
201230,8,5,0,0,1,0,0,0
201230,9,117,0,0,36,7,0,0
201230,10,52,0,0,2,6,0,0
201231,1,5,0,0,0,0,0,0
201231,2,6,0,0,1,0,0,0
201231,3,20,0,0,0,0,0,0
201231,4,21,0,0,2,5,0,0
201231,5,192,0,0,3,1,0,0
201231,6,7,0,0,0,0,0,0
201231,7,3,0,0,0,1,0,0
201231,8,0,0,0,0,0,0,0
201231,9,128,0,0,54,6,0,0
201231,10,51,0,1,4,3,0,0
201232,1,9,0,0,1,0,0,0
201232,2,10,0,0,3,0,0,0
201232,3,32,0,0,1,0,0,0
201232,4,30,0,0,6,1,0,0
201232,5,222,0,0,4,0,0,0
201232,6,15,0,0,1,0,0,0
201232,7,13,0,1,0,1,0,0
201232,8,10,0,0,0,0,0,0
201232,9,138,1,0,44,10,0,0
201232,10,48,0,0,1,0,0,0
201233,1,14,0,0,0,0,0,0
201233,2,10,0,1,1,0,0,0
201233,3,56,0,1,2,0,0,0
201233,4,54,0,1,2,2,0,0
201233,5,211,0,0,5,0,0,0
201233,6,17,0,0,0,0,0,0
201233,7,9,0,1,0,0,0,0
201233,8,7,0,0,3,0,0,0
201233,9,137,0,0,43,8,0,0
201233,10,64,0,1,9,0,0,0
201234,1,13,0,0,0,0,0,0
201234,2,11,0,0,1,0,0,0
201234,3,79,0,2,1,0,0,0
201234,4,77,1,2,1,1,0,0
201234,5,143,0,0,2,0,0,0
201234,6,36,0,0,6,0,0,0
201234,7,9,0,0,0,0,0,0
201234,8,9,0,0,1,0,0,0
201234,9,144,0,0,28,8,0,0
201234,10,57,0,0,8,0,0,0
201235,1,8,0,0,1,0,0,0
201235,2,9,0,0,1,1,0,0
201235,3,77,0,0,3,1,0,0
201235,4,82,0,0,0,1,0,0
201235,5,147,4,0,1,1,0,0
201235,6,30,0,0,0,0,0,0
201235,7,16,0,0,2,0,0,0
201235,8,7,0,0,2,0,0,0
201235,9,121,0,0,24,3,0,0
201235,10,50,0,0,3,0,0,0
201236,1,12,0,0,0,0,0,0
201236,2,17,0,0,3,1,0,0
201236,3,87,0,0,2,1,0,0
201236,4,74,0,0,3,0,0,0
201236,5,108,2,1,1,1,0,0
201236,6,18,0,0,0,0,0,0
201236,7,9,0,0,0,0,0,0
201236,8,8,0,0,0,1,0,0
201236,9,126,0,0,22,3,0,0
201236,10,61,0,0,2,0,0,0
201237,1,8,0,0,0,0,0,0
201237,2,28,0,0,1,4,0,0
201237,3,103,0,0,2,2,0,0
201237,4,69,0,0,0,3,0,0
201237,5,103,0,0,1,0,0,0
201237,6,32,0,0,0,0,0,0
201237,7,21,0,0,1,0,0,0
201237,8,17,0,0,1,2,0,0
201237,9,105,0,0,8,1,0,0
201237,10,64,0,0,2,1,0,0
201238,1,19,0,0,1,0,0,0
201238,2,10,0,0,2,1,0,0
201238,3,95,1,0,1,0,0,0
201238,4,80,0,2,4,2,0,0
201238,5,122,0,1,0,1,0,0
201238,6,28,0,0,0,0,0,0
201238,7,19,0,1,1,0,0,0
201238,8,12,0,1,3,0,0,0
201238,9,117,0,0,19,2,0,0
201238,10,76,0,0,11,0,0,0
201239,1,20,0,0,1,0,0,0
201239,2,24,0,0,1,1,0,0
201239,3,109,3,1,3,1,0,0
201239,4,73,1,5,2,6,0,0
201239,5,130,0,1,7,6,0,0
201239,6,30,0,0,4,0,0,0
201239,7,36,0,0,0,3,0,0
201239,8,18,1,0,3,3,0,0
201239,9,113,0,0,8,3,0,0
201239,10,89,0,0,11,0,0,0
201240,1,42,0,0,1,0,0,0
201240,2,28,0,1,1,1,0,0
201240,3,107,0,0,2,0,0,0
201240,4,121,0,2,14,9,0,0
201240,5,194,1,4,4,7,0,0
201240,6,55,0,2,4,11,0,0
201240,7,39,0,0,3,1,0,0
201240,8,41,0,0,14,1,0,0
201240,9,134,0,0,9,2,0,0
201240,10,100,0,0,13,3,0,0
201241,1,43,0,0,1,0,0,0
201241,2,46,0,0,4,2,0,0
201241,3,114,0,0,4,2,0,0
201241,4,98,0,3,9,15,0,0
201241,5,205,0,2,2,3,0,0
201241,6,56,0,0,2,7,0,0
201241,7,54,0,0,15,2,0,0
201241,8,51,0,1,6,4,0,0
201241,9,123,0,0,11,0,0,0
201241,10,102,0,0,8,0,0,0
201242,1,30,0,0,1,0,0,0
201242,2,76,0,0,14,10,0,0
201242,3,140,0,1,5,2,0,0
201242,4,121,0,1,13,16,0,0
201242,5,248,3,0,10,3,0,0
201242,6,54,0,1,1,4,0,0
201242,7,85,0,0,36,0,0,0
201242,8,69,0,0,8,9,0,0
201242,9,111,0,0,21,2,0,0
201242,10,120,0,0,14,3,0,0
201243,1,36,0,0,3,0,0,0
201243,2,70,0,0,14,18,0,0
201243,3,167,0,1,13,1,0,0
201243,4,116,0,1,16,14,0,0
201243,5,229,0,0,9,6,0,0
201243,6,62,0,0,5,13,0,0
201243,7,74,0,0,27,1,0,0
201243,8,88,0,0,7,15,0,0
201243,9,134,0,0,16,2,0,0
201243,10,151,0,0,38,1,0,0
201244,1,57,0,0,8,1,0,0
201244,2,64,0,0,13,16,0,0
201244,3,119,0,0,4,0,0,0
201244,4,126,0,0,32,17,0,0
201244,5,252,2,3,14,5,0,0
201244,6,61,0,0,5,7,0,0
201244,7,72,0,0,22,4,0,0
201244,8,61,0,0,15,16,0,0
201244,9,131,0,0,20,2,0,0
201244,10,172,0,1,44,4,0,0
201245,1,54,1,0,7,0,0,0
201245,2,60,0,1,9,14,0,0
201245,3,178,0,1,13,4,0,0
201245,4,175,0,2,62,25,0,0
201245,5,248,3,0,23,10,0,0
201245,6,104,0,0,17,13,0,0
201245,7,98,0,0,40,16,0,0
201245,8,98,0,0,20,24,0,0
201245,9,134,0,0,20,5,0,0
201245,10,183,0,0,50,1,0,0
201246,1,50,0,0,7,0,0,0
201246,2,62,0,0,17,7,0,0
201246,3,198,0,0,25,1,0,0
201246,4,206,1,4,101,21,0,0
201246,5,255,0,4,53,18,0,0
201246,6,83,0,0,15,9,0,0
201246,7,139,1,0,48,34,0,0
201246,8,85,0,0,22,17,0,0
201246,9,138,0,0,22,6,0,0
201246,10,182,0,0,64,5,0,0
201247,1,71,2,0,17,1,0,0
201247,2,54,0,1,22,3,0,0
201247,3,181,0,1,38,3,0,0
201247,4,260,0,0,157,24,0,0
201247,5,265,0,2,95,40,0,0
201247,6,62,0,0,15,19,0,0
201247,7,137,0,0,58,16,0,0
201247,8,72,1,0,15,26,0,0
201247,9,147,3,0,22,8,0,0
201247,10,215,0,0,105,7,0,0
201248,1,79,0,0,27,5,0,0
201248,2,136,0,2,66,20,0,0
201248,3,315,6,5,139,11,0,0
201248,4,392,2,0,193,29,0,0
201248,5,397,0,5,151,29,0,0
201248,6,137,0,0,40,21,0,0
201248,7,203,1,0,95,15,0,0
201248,8,145,0,2,51,42,0,0
201248,9,193,3,2,34,10,0,0
201248,10,286,0,1,126,19,0,0
201249,1,214,2,0,108,11,0,0
201249,2,195,0,7,121,7,0,0
201249,3,548,4,5,296,27,0,0
201249,4,532,0,2,282,34,0,0
201249,5,669,4,6,343,69,0,0
201249,6,165,1,0,58,21,0,0
201249,7,295,5,1,174,27,0,0
201249,8,221,0,5,86,52,0,0
201249,9,239,0,9,57,15,0,0
201249,10,252,0,0,91,20,0,0
201250,1,340,0,6,222,8,0,0
201250,2,245,4,5,156,8,0,0
201250,3,901,0,10,589,39,0,0
201250,4,573,0,2,299,44,0,0
201250,5,900,3,7,515,99,0,0
201250,6,125,1,2,33,26,0,0
201250,7,385,7,0,223,36,0,0
201250,8,232,0,0,133,42,0,0
201250,9,311,1,3,99,28,0,0
201250,10,278,0,0,123,17,0,0
201251,1,564,0,8,365,23,0,0
201251,2,498,5,6,352,19,0,0
201251,3,1150,1,19,813,65,0,0
201251,4,397,3,1,213,25,0,0
201251,5,992,3,5,617,114,0,0
201251,6,161,0,1,75,32,0,0
201251,7,359,4,0,186,28,0,0
201251,8,390,2,3,243,60,0,0
201251,9,348,0,6,179,34,0,0
201251,10,249,0,0,109,34,0,0
201252,1,628,0,9,418,19,0,0
201252,2,391,14,4,282,13,0,0
201252,3,1191,5,28,892,59,0,0
201252,4,332,1,7,181,24,0,0
201252,5,914,6,5,579,74,0,0
201252,6,124,0,1,60,28,0,0
201252,7,326,14,2,170,22,0,0
201252,8,352,1,4,220,29,0,0
201252,9,376,1,9,215,41,0,0
201252,10,306,0,4,166,33,0,0
201301,1,532,0,12,294,13,0,0
201301,2,290,14,7,175,25,0,0
201301,3,1025,6,26,685,60,0,0
201301,4,368,0,8,189,15,0,0
201301,5,1178,16,3,697,67,0,0
201301,6,170,0,1,106,20,0,0
201301,7,319,5,1,151,28,0,0
201301,8,353,0,6,227,50,0,0
201301,9,489,2,8,294,39,0,0
201301,10,269,0,3,141,22,0,0
201302,1,646,0,8,355,16,0,0
201302,2,330,22,18,118,18,0,0
201302,3,1023,0,12,648,77,0,0
201302,4,598,0,8,289,43,0,0
201302,5,1396,21,24,700,81,0,0
201302,6,249,1,2,131,33,0,0
201302,7,354,9,0,143,32,0,0
201302,8,351,0,6,197,36,0,0
201302,9,583,2,21,363,52,0,0
201302,10,443,1,3,233,35,0,0
201303,1,499,0,6,237,14,0,0
201303,2,427,28,11,129,18,0,0
201303,3,778,1,18,434,57,0,0
201303,4,440,0,2,147,44,0,0
201303,5,1072,12,15,454,69,0,0
201303,6,300,0,6,137,49,0,0
201303,7,388,11,9,141,28,0,0
201303,8,307,0,2,143,36,0,0
201303,9,691,2,14,419,62,0,0
201303,10,382,0,6,178,21,0,0
201304,1,279,0,6,111,20,0,0
201304,2,274,17,9,77,23,0,0
201304,3,570,1,21,290,51,0,0
201304,4,324,0,5,105,23,0,0
201304,5,819,10,22,311,85,0,0
201304,6,255,0,9,92,42,0,0
201304,7,298,6,0,81,33,0,0
201304,8,233,0,7,102,29,0,0
201304,9,886,1,20,531,90,0,0
201304,10,400,0,5,197,28,0,0
201305,1,212,0,3,74,12,0,0
201305,2,252,16,6,64,15,0,0
201305,3,404,1,10,178,60,0,0
201305,4,306,1,12,83,37,0,0
201305,5,759,1,24,255,84,0,0
201305,6,227,2,3,80,36,0,0
201305,7,225,6,2,54,26,0,0
201305,8,290,0,6,102,34,0,0
201305,9,704,2,34,430,70,0,0
201305,10,356,1,11,142,37,0,0
201306,1,155,0,4,49,12,0,0
201306,2,116,6,9,36,16,0,0
201306,3,389,0,9,135,80,0,0
201306,4,280,0,17,56,39,0,0
201306,5,496,1,11,107,89,0,0
201306,6,184,0,5,53,24,0,0
201306,7,205,8,5,37,21,0,0
201306,8,242,0,10,72,27,0,0
201306,9,496,0,13,277,78,0,0
201306,10,273,2,4,93,34,0,0
201307,1,115,0,0,26,20,0,0
201307,2,141,1,11,42,27,0,0
201307,3,323,1,4,90,83,0,0
201307,4,271,0,6,49,64,0,0
201307,5,492,1,12,103,84,0,0
201307,6,132,0,4,42,22,0,0
201307,7,159,3,1,15,27,0,0
201307,8,147,0,9,40,35,0,0
201307,9,373,2,13,193,78,0,0
201307,10,197,3,2,68,18,0,0
201308,1,99,0,4,19,24,0,0
201308,2,88,3,7,27,16,0,0
201308,3,284,2,5,49,100,0,0
201308,4,193,0,7,26,54,0,0
201308,5,406,0,8,66,89,0,0
201308,6,99,0,6,18,14,0,0
201308,7,130,1,2,9,33,0,0
201308,8,121,0,5,21,26,0,0
201308,9,333,0,12,143,80,0,0
201308,10,196,0,3,57,31,0,0
201309,1,78,0,1,19,18,0,0
201309,2,68,0,8,20,20,0,0
201309,3,299,0,5,46,113,0,0
201309,4,210,0,10,26,51,0,0
201309,5,364,1,4,46,60,0,0
201309,6,103,0,4,15,16,0,0
201309,7,116,2,1,14,23,0,0
201309,8,82,0,4,13,24,0,0
201309,9,308,0,5,123,83,0,0
201309,10,146,1,4,34,31,0,0
201310,1,52,0,2,7,13,0,0
201310,2,93,0,6,13,41,0,0
201310,3,265,1,4,34,100,0,0
201310,4,176,0,8,21,36,0,0
201310,5,347,0,9,33,84,0,0
201310,6,87,0,3,12,9,0,0
201310,7,93,0,0,11,26,0,0
201310,8,96,0,4,21,17,0,0
201310,9,282,1,8,98,83,0,0
201310,10,157,3,0,15,18,0,0
201311,1,52,0,0,3,15,0,0
201311,2,57,0,5,11,23,0,0
201311,3,239,0,7,17,113,0,0
201311,4,167,0,8,17,50,0,0
201311,5,297,0,7,10,90,0,0
201311,6,63,0,1,8,8,0,0
201311,7,71,0,0,2,10,0,0
201311,8,98,1,3,15,25,0,0
201311,9,235,0,4,75,75,0,0
201311,10,139,0,2,14,23,0,0
201312,1,49,0,0,2,17,0,0
201312,2,71,2,6,15,26,0,0
201312,3,203,0,3,8,95,0,0
201312,4,172,0,9,19,39,0,0
201312,5,306,0,4,22,84,0,0
201312,6,42,0,2,2,11,0,0
201312,7,73,0,0,4,11,0,0
201312,8,82,0,3,11,24,0,0
201312,9,233,0,1,45,83,0,0
201312,10,113,0,1,11,23,0,0
201313,1,51,0,0,2,21,0,0
201313,2,74,0,10,15,22,0,0
201313,3,187,0,3,6,97,0,0
201313,4,126,0,9,10,36,0,0
201313,5,265,0,5,17,56,0,0
201313,6,65,0,1,2,7,0,0
201313,7,57,1,0,4,12,0,0
201313,8,59,0,2,2,15,0,0
201313,9,178,0,2,33,73,0,0
201313,10,107,0,1,6,22,0,0
201314,1,43,0,2,4,24,0,0
201314,2,55,0,6,5,24,0,0
201314,3,166,0,2,11,65,0,0
201314,4,152,0,6,11,48,0,0
201314,5,179,0,3,11,36,0,0
201314,6,36,0,0,3,0,0,0
201314,7,55,0,0,4,4,0,0
201314,8,59,0,1,4,16,0,0
201314,9,173,0,5,50,67,0,0
201314,10,93,0,1,3,10,0,0
201315,1,46,0,3,0,21,0,0
201315,2,47,0,7,6,12,0,0
201315,3,139,0,5,2,50,0,0
201315,4,99,0,12,3,18,0,0
201315,5,177,0,6,5,23,0,0
201315,6,52,0,2,1,1,0,0
201315,7,44,0,0,3,4,0,0
201315,8,38,0,2,3,5,0,0
201315,9,181,1,2,30,80,0,0
201315,10,59,0,1,3,6,0,0
201316,1,43,0,4,1,19,0,0
201316,2,27,0,5,1,9,0,0
201316,3,90,0,1,3,14,0,0
201316,4,93,0,2,1,14,0,0
201316,5,176,0,6,11,27,0,0
201316,6,36,0,2,0,2,0,0
201316,7,20,0,0,0,0,0,0
201316,8,36,0,1,4,11,0,0
201316,9,192,0,6,40,59,0,0
201316,10,93,0,1,1,14,0,0
201317,1,34,0,0,0,12,0,0
201317,2,24,0,5,3,4,0,0
201317,3,70,1,1,2,6,0,0
201317,4,61,0,0,0,6,0,0
201317,5,162,0,22,5,11,0,0
201317,6,23,0,1,0,1,0,0
201317,7,18,0,0,0,0,0,0
201317,8,13,0,0,0,3,0,0
201317,9,211,1,1,32,77,0,0
201317,10,79,0,1,11,7,0,0
201318,1,22,0,0,1,6,0,0
201318,2,23,0,4,5,4,0,0
201318,3,78,0,2,1,10,0,0
201318,4,62,0,0,2,5,0,0
201318,5,154,0,8,3,14,0,0
201318,6,37,0,0,2,1,0,0
201318,7,22,1,0,2,0,0,0
201318,8,34,0,1,0,4,0,0
201318,9,213,2,2,34,81,0,0
201318,10,61,0,0,1,8,0,0
201319,1,13,0,1,0,3,0,0
201319,2,19,0,5,3,4,0,0
201319,3,58,0,2,1,3,0,0
201319,4,39,0,1,0,5,0,0
201319,5,126,0,0,1,4,0,0
201319,6,24,0,0,0,0,0,0
201319,7,23,0,1,0,1,0,0
201319,8,23,0,0,1,3,0,0
201319,9,149,1,2,23,54,0,0
201319,10,55,0,0,4,12,0,0
201320,1,11,0,1,0,1,0,0
201320,2,15,0,5,3,2,0,0
201320,3,31,0,0,0,1,0,0
201320,4,32,0,3,0,0,0,0
201320,5,99,0,0,1,3,0,0
201320,6,19,0,0,0,0,0,0
201320,7,14,0,0,0,0,0,0
201320,8,3,0,1,0,0,0,0
201320,9,140,0,1,16,54,0,0
201320,10,63,0,0,2,9,0,0
201321,1,5,0,0,0,0,0,0
201321,2,21,0,5,5,0,0,0
201321,3,21,0,0,0,0,0,0
201321,4,142,0,4,2,2,0,0
201321,5,119,0,3,2,10,0,0
201321,6,15,0,0,0,0,0,0
201321,7,6,0,0,0,0,0,0
201321,8,16,0,0,0,1,0,0
201321,9,128,0,1,11,54,0,0
201321,10,55,0,0,0,2,0,0
201322,1,3,0,0,0,0,0,0
201322,2,19,0,5,3,3,0,0
201322,3,16,0,1,0,0,0,0
201322,4,51,0,5,1,0,0,0
201322,5,79,0,0,0,1,0,0
201322,6,11,0,0,0,1,0,0
201322,7,10,0,0,0,0,0,0
201322,8,17,0,0,0,0,0,0
201322,9,139,0,1,9,43,0,0
201322,10,33,0,0,0,1,0,0
201323,1,3,0,0,0,0,0,0
201323,2,15,0,9,1,3,0,0
201323,3,33,0,0,1,0,0,0
201323,4,30,0,1,0,1,0,0
201323,5,85,0,0,0,0,0,0
201323,6,11,0,0,0,0,0,0
201323,7,11,0,0,0,0,0,0
201323,8,3,0,0,0,0,0,0
201323,9,92,0,1,9,39,0,0
201323,10,57,0,0,0,2,0,0
201324,1,6,0,0,1,0,0,0
201324,2,22,0,14,2,0,0,0
201324,3,23,0,0,1,0,0,0
201324,4,29,0,4,2,0,0,0
201324,5,90,1,1,0,1,0,0
201324,6,11,0,0,0,0,0,0
201324,7,5,0,0,0,0,0,0
201324,8,9,0,0,0,0,0,0
201324,9,117,0,1,6,36,0,0
201324,10,41,0,0,0,1,0,0
201325,1,8,0,0,0,0,0,0
201325,2,27,0,22,0,1,0,0
201325,3,14,0,0,0,0,0,0
201325,4,29,1,3,0,0,0,0
201325,5,82,0,0,1,0,0,0
201325,6,12,0,0,0,0,0,0
201325,7,3,0,0,1,0,0,0
201325,8,16,0,0,0,0,0,0
201325,9,126,0,2,5,33,0,0
201325,10,35,0,0,5,0,0,0
201326,1,5,0,0,0,0,0,0
201326,2,34,0,28,0,0,0,0
201326,3,16,0,0,1,0,0,0
201326,4,26,0,1,1,0,0,0
201326,5,133,0,1,1,2,0,0
201326,6,14,0,0,0,0,0,0
201326,7,1,0,0,0,0,0,0
201326,8,3,0,0,0,0,0,0
201326,9,92,0,2,2,20,0,0
201326,10,32,0,1,0,0,0,0
201327,1,5,0,1,1,0,0,0
201327,2,10,0,8,0,2,0,0
201327,3,35,0,1,0,0,0,0
201327,4,29,0,2,0,0,0,0
201327,5,97,0,2,0,0,0,0
201327,6,11,0,0,1,0,0,0
201327,7,4,0,0,0,0,0,0
201327,8,4,0,0,1,0,0,0
201327,9,78,0,0,6,15,0,0
201327,10,28,0,3,1,0,0,0
201328,1,3,0,0,1,0,0,0
201328,2,18,0,11,1,0,0,0
201328,3,22,0,0,0,0,0,0
201328,4,28,0,1,2,0,0,0
201328,5,59,0,0,1,0,0,0
201328,6,11,0,0,1,0,0,0
201328,7,1,0,0,0,0,0,0
201328,8,5,0,1,1,0,0,0
201328,9,74,1,0,22,8,0,0
201328,10,37,0,7,1,1,0,0
201329,1,1,0,0,0,0,0,0
201329,2,16,0,12,0,0,0,0
201329,3,25,0,0,1,0,0,0
201329,4,18,0,0,1,0,0,0
201329,5,47,0,2,0,1,0,0
201329,6,19,0,0,0,0,0,0
201329,7,3,0,0,0,0,0,0
201329,8,5,0,0,0,0,0,0
201329,9,72,0,2,1,4,0,0
201329,10,39,0,4,1,0,0,0
201330,1,3,0,0,1,0,0,0
201330,2,11,0,4,0,1,0,0
201330,3,22,0,0,5,0,0,0
201330,4,41,0,6,1,0,0,0
201330,5,79,0,0,2,0,0,0
201330,6,10,0,2,0,0,0,0
201330,7,4,0,0,0,0,0,0
201330,8,3,0,0,0,0,0,0
201330,9,53,0,2,0,5,0,0
201330,10,40,0,5,2,0,0,0
